DATE,LAT,LON,CHLOR
2016-05-31T02:19:59.000Z,6.02,99.98,-33038.21651
2016-06-01T02:59:59.000Z,6.02,99.98,0.57
2016-06-01T02:59:59.000Z,6.02,99.98,-33052.62906
2016-06-02T02:09:59.000Z,6.02,99.98,-32767
2016-06-02T02:09:59.000Z,6.02,99.98,-33067.04161
2016-06-03T02:49:59.000Z,6.02,99.98,-32767
2016-06-03T02:49:59.000Z,6.02,99.98,-33081.45416
2016-06-04T02:59:59.000Z,6.02,99.98,-32767
2016-06-04T02:59:59.000Z,6.02,99.98,-33095.86671
2016-06-05T02:39:59.000Z,6.02,99.98,0.39
2016-06-05T02:39:59.000Z,6.02,99.98,-33110.27926
2016-06-06T02:50:00.000Z,6.02,99.98,0.38
2016-06-06T02:50:00.000Z,6.02,99.98,-33124.69181
2016-06-07T02:25:00.000Z,6.02,99.98,-32767
2016-06-07T02:25:00.000Z,6.02,99.98,-33139.10437
2016-06-08T02:40:00.000Z,6.02,99.98,-32767
2016-06-08T02:40:00.000Z,6.02,99.98,-33153.51692
2016-06-09T02:15:00.000Z,6.02,99.98,-32767
2016-06-09T02:15:00.000Z,6.02,99.98,-33167.92947
2016-06-10T02:54:59.000Z,6.02,99.98,-32767
2016-06-10T02:54:59.000Z,6.02,99.98,-33182.34202
2016-06-11T02:59:59.000Z,6.02,99.98,-32767
2016-06-11T02:59:59.000Z,6.02,99.98,-33196.75457
2016-06-12T02:45:00.000Z,6.02,99.98,-32767
2016-06-12T02:45:00.000Z,6.02,99.98,-33211.16712
2016-06-13T02:54:59.000Z,6.02,99.98,-32767
2016-06-13T02:54:59.000Z,6.02,99.98,-33225.57967
2016-06-14T02:29:59.000Z,6.02,99.98,-32767
2016-06-14T02:29:59.000Z,6.02,99.98,-33239.99222
2016-06-15T02:44:59.000Z,6.02,99.98,-32767
2016-06-15T02:44:59.000Z,6.02,99.98,-33254.40477
2016-06-16T02:19:59.000Z,6.02,99.98,-32767
2016-06-16T02:19:59.000Z,6.02,99.98,-33268.81732
2016-06-17T02:59:59.000Z,6.02,99.98,-32767
2016-06-17T02:59:59.000Z,6.02,99.98,-33283.22987
2016-06-18T02:09:59.000Z,6.02,99.98,-32767
2016-06-18T02:09:59.000Z,6.02,99.98,-33297.64242
2016-06-19T02:49:59.000Z,6.02,99.98,-32767
2016-06-19T02:49:59.000Z,6.02,99.98,-33312.05497
2016-06-20T02:59:59.000Z,6.02,99.98,-32767
2016-06-20T02:59:59.000Z,6.02,99.98,-33326.46752
2016-06-21T02:39:59.000Z,6.02,99.98,-32767
2016-06-21T02:39:59.000Z,6.02,99.98,-33340.88007
2016-06-22T02:50:00.000Z,6.02,99.98,-32767
2016-06-22T02:50:00.000Z,6.02,99.98,-33355.29263
2016-06-23T02:25:00.000Z,6.02,99.98,-32767
2016-06-23T02:25:00.000Z,6.02,99.98,-33369.70518
2016-06-24T02:40:00.000Z,6.02,99.98,0.42
2016-06-24T02:40:00.000Z,6.02,99.98,-33384.11773
2016-06-25T02:15:00.000Z,6.02,99.98,-32767
2016-06-25T02:15:00.000Z,6.02,99.98,-33398.53028
2016-06-26T02:54:59.000Z,6.02,99.98,-32767
2016-06-26T02:54:59.000Z,6.02,99.98,-33427.35538
2016-06-26T02:55:08.000Z,6.02,99.98,-32767
2016-06-26T02:55:08.000Z,6.02,99.98,-33412.94283
2016-06-27T02:59:58.000Z,6.02,99.98,-32767
2016-06-27T02:59:58.000Z,6.02,99.98,-33456.18048
2016-06-27T03:00:07.000Z,6.02,99.98,-32767
2016-06-27T03:00:07.000Z,6.02,99.98,-33441.76793
2016-06-28T02:45:00.000Z,6.02,99.98,-32767
2016-06-28T02:45:00.000Z,6.02,99.98,-33485.00558
2016-06-28T02:45:09.000Z,6.02,99.98,-32767
2016-06-28T02:45:09.000Z,6.02,99.98,-33470.59303
2016-06-29T02:54:59.000Z,6.02,99.98,-32767
2016-06-29T02:54:59.000Z,6.02,99.98,-33513.83068
2016-06-29T02:55:08.000Z,6.02,99.98,-32767
2016-06-29T02:55:08.000Z,6.02,99.98,-33499.41813
2016-06-30T02:29:59.000Z,6.02,99.98,-32767
2016-06-30T02:29:59.000Z,6.02,99.98,-33542.65578
2016-06-30T02:30:08.000Z,6.02,99.98,-32767
2016-06-30T02:30:08.000Z,6.02,99.98,-33528.24323
2016-07-01T02:44:59.000Z,6.02,99.98,-32767
2016-07-01T02:44:59.000Z,6.02,99.98,-33571.48089
2016-07-01T02:45:08.000Z,6.02,99.98,-32767
2016-07-01T02:45:08.000Z,6.02,99.98,-33557.06833
2016-07-02T02:19:59.000Z,6.02,99.98,-32767
2016-07-02T02:19:59.000Z,6.02,99.98,-33600.30599
2016-07-02T02:20:08.000Z,6.02,99.98,-32767
2016-07-02T02:20:08.000Z,6.02,99.98,-33585.89344
2016-07-03T02:59:58.000Z,6.02,99.98,-32767
2016-07-03T02:59:58.000Z,6.02,99.98,-33629.13109
2016-07-03T03:00:07.000Z,6.02,99.98,-32767
2016-07-03T03:00:07.000Z,6.02,99.98,-33614.71854
2016-07-04T02:04:59.000Z,6.02,99.98,-32767
2016-07-04T02:04:59.000Z,6.02,99.98,-33643.54364
2016-07-05T02:49:59.000Z,6.02,99.98,-32767
2016-07-05T02:49:59.000Z,6.02,99.98,-33657.95619
2016-07-06T02:59:59.000Z,6.02,99.98,-32767
2016-07-06T02:59:59.000Z,6.02,99.98,-33672.36874
2016-07-07T02:39:59.000Z,6.02,99.98,-32767
2016-07-07T02:39:59.000Z,6.02,99.98,-33686.78129
2016-07-08T02:49:59.000Z,6.02,99.98,-32767
2016-07-08T02:49:59.000Z,6.02,99.98,-33701.19384
2016-07-09T02:24:59.000Z,6.02,99.98,-32767
2016-07-09T02:24:59.000Z,6.02,99.98,-33715.60639
2016-07-10T02:40:00.000Z,6.02,99.98,-32767
2016-07-10T02:40:00.000Z,6.02,99.98,-33730.01894
2016-07-11T02:15:00.000Z,6.02,99.98,-32767
2016-07-11T02:15:00.000Z,6.02,99.98,-33744.43149
2016-07-12T02:54:59.000Z,6.02,99.98,-32767
2016-07-12T02:54:59.000Z,6.02,99.98,-33758.84404
2016-07-13T03:00:00.000Z,6.02,99.98,-32767
2016-07-13T03:00:00.000Z,6.02,99.98,-33773.25659
2016-07-14T02:45:00.000Z,6.02,99.98,-32767
2016-07-14T02:45:00.000Z,6.02,99.98,-33787.66915
2016-07-15T02:54:59.000Z,6.02,99.98,-32767
2016-07-15T02:54:59.000Z,6.02,99.98,-33802.0817
2016-07-16T02:29:59.000Z,6.02,99.98,0.58
2016-07-16T02:29:59.000Z,6.02,99.98,-33816.49425
2016-07-17T02:44:59.000Z,6.02,99.98,0.57
2016-07-17T02:44:59.000Z,6.02,99.98,-33830.9068
2016-07-18T02:19:59.000Z,6.02,99.98,-32767
2016-07-18T02:19:59.000Z,6.02,99.98,-33845.31935
2016-07-19T03:00:00.000Z,6.02,99.98,-32767
2016-07-19T03:00:00.000Z,6.02,99.98,-33859.7319
2016-07-20T02:04:59.000Z,6.02,99.98,-32767
2016-07-20T02:04:59.000Z,6.02,99.98,-33874.14445
2016-07-21T02:49:59.000Z,6.02,99.98,-32767
2016-07-21T02:49:59.000Z,6.02,99.98,-33888.557
2016-07-22T02:59:59.000Z,6.02,99.98,-32767
2016-07-22T02:59:59.000Z,6.02,99.98,-33902.96955
2016-07-23T02:39:59.000Z,6.02,99.98,-32767
2016-07-23T02:39:59.000Z,6.02,99.98,-33917.3821
2016-07-24T02:49:59.000Z,6.02,99.98,0.6
2016-07-24T02:49:59.000Z,6.02,99.98,-33931.79465
2016-07-25T02:24:59.000Z,6.02,99.98,-32767
2016-07-25T02:24:59.000Z,6.02,99.98,-33946.2072
2016-07-26T02:40:00.000Z,6.02,99.98,0.35
2016-07-26T02:40:00.000Z,6.02,99.98,-33960.61975
2016-07-27T02:15:00.000Z,6.02,99.98,-32767
2016-07-27T02:15:00.000Z,6.02,99.98,-33975.0323
2016-07-28T02:54:59.000Z,6.02,99.98,-32767
2016-07-28T02:54:59.000Z,6.02,99.98,-33989.44486
2016-07-29T03:00:00.000Z,6.02,99.98,-32767
2016-07-29T03:00:00.000Z,6.02,99.98,-34003.85741
2016-07-30T02:44:59.000Z,6.02,99.98,-32767
2016-07-30T02:44:59.000Z,6.02,99.98,-34018.26996
2016-07-31T02:54:58.000Z,6.02,99.98,0.45
2016-07-31T02:54:58.000Z,6.02,99.98,-34032.68251
2016-08-01T02:29:58.000Z,6.02,99.98,-32767
2016-08-01T02:29:58.000Z,6.02,99.98,-34047.09506
2016-08-02T02:44:59.000Z,6.02,99.98,0.48
2016-08-02T02:44:59.000Z,6.02,99.98,-34061.50761
2016-08-03T02:19:59.000Z,6.02,99.98,-32767
2016-08-03T02:19:59.000Z,6.02,99.98,-34075.92016
2016-08-04T03:00:00.000Z,6.02,99.98,-32767
2016-08-04T03:00:00.000Z,6.02,99.98,-34090.33271
2016-08-05T02:04:59.000Z,6.02,99.98,-32767
2016-08-05T02:04:59.000Z,6.02,99.98,-34104.74526
2016-08-06T02:49:59.000Z,6.02,99.98,-32767
2016-08-06T02:49:59.000Z,6.02,99.98,-34119.15781
2016-08-07T02:59:59.000Z,6.02,99.98,-32767
